SESSION|QS4/700 located at connection[0] session[0]|user=QNOVATE8
SELFIELD|txtI1-LOW=ZCL_IM_SDEI_DELIVERY*
SELFIELD|txtI2-LOW=A
TABLE|REPOSRC
TITLE|Data Browser: Table REPOSRC Select Entries         52
SBAR|
ALV|rows=52|cols=34
HDR|PROGNAME	R3STATE	SQLX	EDTX	DBNA	CLAS	TYPE	OCCURS	SUBC	APPL	SECU	CNAM	CDAT	VERN	LEVL	RSTAT	RMAND	RLOAD	UNAM	UDAT	UTIME	DATALG	VARCL	DBAPL	FIXPT	SSET	SDATE	STIME	IDATE	ITIME	LDBNAME	UCCHECK	MAXLINELN	DATA	
ROW39|ZCL_IM_SDEI_DELIVERY_NOTE=====CM00B	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:07	103	X	S	X		18.02.2025	131807	18.02.2025	131807	D$S	X	0	FF00040000121F9D021DC37F060520CC6548652861C860C8674801F23C19DC18E2195C192280A42F831398F4647067F007B29C181C195C80BC3A060F20DF07C8	
ROW40|ZCL_IM_SDEI_DELIVERY_NOTE=====CM00C	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:07	101	X	S	X		18.02.2025	131807	18.02.2025	131807	D$S	X	0	FF00040000121F9D028CE13F830210E632A43294306430E433A400799E0C6E0CF10CAE0C1140D297C1094C7A32B833F803594E0C8E0C2E405E1D830790EF0364	
ROW41|ZCL_IM_SDEI_DELIVERY_NOTE=====CM00D	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:07	105	X	S	X		18.02.2025	131807	18.02.2025	131807	D$S	X	0	FF00040000121F9D027B0CFF19148030972195A1842183219F2105C8F364706388677065880092BE0C4E60D293C19DC11FC8726270647001F2EA183C807C1F20	
ROW42|ZCL_IM_SDEI_DELIVERY_NOTE=====CM00E	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:07	97	X	S	X		18.02.2025	131807	18.02.2025	131807	D$S	X	0	FF00040000121F9D021DC37F060520CC6548652861C860C8674801F23C19DC18E2195C192280A42F831398F4647067F007B29C181C195C80BC3A8600201B24E2	
ROW43|ZCL_IM_SDEI_DELIVERY_NOTE=====CM00F	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:07	98	X	S	X		18.02.2025	131807	18.02.2025	131807	D$S	X	0	FF00040000121F9D023286FF0C0A4098CB90CA50C290C190CF9002E47932B831C433B8324400495F062730E9C9E0CEE00F6439313832B80079750C0140962750	
ROW44|ZCL_IM_SDEI_DELIVERY_NOTE=====CM00G	A			D$				I	S		IBMABAP24	18.02.2025	000005			200		IBMABAP19	17.03.2026	11:30:59	3,033	X	S	X		17.03.2026	113059	17.03.2026	113059	D$S	X	0	FF003A0100121F9D026DDF6C7BD34892385E1F05DD1BC77B616548B27B893651484212EBE287B39DDBDBBCB1C060E06CC0024CD6ABD57EF5ECBF6A18F70CCC43	
ROW45|ZCL_IM_SDEI_DELIVERY_NOTE=====CM00H	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:07	113	X	S	X		18.02.2025	131807	18.02.2025	131807	D$S	X	0	FF00040000121F9D023A86FF0C0A4098CB90CA50C290C190CF9002E47932B831C433B8324400495F062730E9C9E0CEE00F6439313832B80079750C010CA1409E	
ROW46|ZCL_IM_SDEI_DELIVERY_NOTE=====CM00I	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:07	112	X	S	X		18.02.2025	131807	18.02.2025	131807	D$S	X	0	FF00040000121F9D023286FF0C0A4098CB90CA50C290C190CF9002E47932B831C433B8324400495F062730E9C9E0CEE00F6439313832B80079750C010C414091	
ROW47|ZCL_IM_SDEI_DELIVERY_NOTE=====CM00J	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:07	109	X	S	X		18.02.2025	131807	18.02.2025	131807	D$S	X	0	FF00040000121F9D028CE13F830210E632A43294306430E433A400799E0C6E0CF10CAE0C1140D297C1094C7A32B833F803594E0C8E0C2E405E1D50CC1108E319	
ROW48|ZCL_IM_SDEI_DELIVERY_NOTE=====CO	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:06	46	X	S	X		18.02.2025	131806	18.02.2025	131806	D$S	X	0	FF00020000121F9D02670CFF190A188A18F2194A18521992C1640A8302433194970994C963D0038A8CC261090100	
ROW49|ZCL_IM_SDEI_DELIVERY_NOTE=====CP	A		X	D$				K	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:07	400	X	S	X		18.09.2026	105747	18.02.2025	131807	D$S	X	0	FF00320000121F9D02B46B362B0D0351143E8F12BA11047D0357EA42A80A2A826E8A262906D22624A9E0D3C7930C9A51420325A59DC9E1637ED296B470EFB93F	
ROW50|ZCL_IM_SDEI_DELIVERY_NOTE=====CT	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:06	217		S	X		18.02.2025	131806	18.02.2025	131806	D$S	X	0	FF00060000121F9D02BB9D6A5941180682F329C58BE0C19F500F42555011F4526A92DA828DD207D2AFD7D9CDA107F16C0F65C8EE6677931C6627786386095704	
ROW51|ZCL_IM_SDEI_DELIVERY_NOTE=====CU	A			D$				I	S		IBMABAP17	18.02.2025	000001			200		IBMABAP17	18.02.2025	13:18:06	229	X	S	X		18.02.2025	131806	18.02.2025	131806	D$S	X	0	FF00120000121F9D02BFFDF25B411086C2F8F7283E41EF60653150038BA86E64994110155ACFBFBE6D602084D7D3C38F9D1DC77675FE783E1854B843A325114E	
