SESSION|QS4/700 located at connection[1] session[0]|user=QNOVATE8
TABLE|VFKP
TITLE|Data Browser: Table VFKP Select Entries        200
SBAR|Selection restricted to 200 hits
ALV|rows=200|cols=64
HDR|MANDT	FKNUM	FKPOS	FKPTY	BUKRS	NETWR	MWSBP	WAERS	MWSKZ	PRSDT	BUDAT	EXTI1	EXTI2	TPLST	VSART	KALSM	KNUMV	WERKS	EKORG	EKGRP	EBELN	EBELP	LBLNI	PARVW	TDLNR	RECHS	KURST	KOSTY	REFTY	REBEL	REPOS	POSTX	KNTTP	BKLAS	STBER	DTBER	UZBER	STFRE	DTFRE	UZFRE	STABR	DTABR	UZABR	ERNAM	ERDAT	ERZET	AENAM	AEDAT	AEZET	LOGSYS	KSTAU	TRFZNA	TRFZNZ	TXJCD	BASWR	SLAND1_A	SLAND1_Z	FKSTO	KZWI1	KZWI2	KZWI3	KZWI4	KZWI5	KZWI6	
ROW170|700	2100092966	000001	Z007	1000	5,407.20	0.00	INR		13.03.2024	13.03.2024	2100093058		1040	01	ZSCL01	0001382181					00000		SP	0013000913			B	8	2100093058	000001	2100093058 RHIHRLYSIDING	K	3101	C	13.03.2024	11:26:37			00:00:00			00:00:00	SCLADMIN	13.03.2024	11:26:37			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00	
ROW171|700	2100093157	000001	Z007	1000	5,396.40	0.00	INR		13.03.2024	13.03.2024	2100093249		1040	01	ZSCL01	0001391248					00000		SP	0013000913			B	8	2100093249	000001	2100093249 RHIHRLYSIDING	K	3101	C	13.03.2024	14:30:48			00:00:00			00:00:00	SCLADMIN	13.03.2024	14:30:48			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW172|700	2100093816	000001	Z007	1000	5,396.40	0.00	INR		13.03.2024	13.03.2024	2100093918		1040	01	ZSCL01	0001422876					00000		SP	0013000913			B	8	2100093918	000001	2100093918 RHIHRLYSIDING	K	3101	C	13.03.2024	19:28:49			00:00:00			00:00:00	SCLADMIN	13.03.2024	19:28:49			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW173|700	2100094080	000001	Z007	1000	5,396.40	0.00	INR		13.03.2024	13.03.2024	2100094172		1040	01	ZSCL01	0001427969					00000		SP	0013000913			B	8	2100094172	000001	2100094172 RHIHRLYSIDING	K	3101	C	13.03.2024	21:06:18			00:00:00			00:00:00	SCLADMIN	13.03.2024	21:06:18			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW174|700	2100094443	000001	Z007	1000	5,394.00	0.00	INR		14.03.2024	14.03.2024	2100094543		1040	01	ZSCL01	0001431651					00000		SP	0013000913			B	8	2100094543	000001	2100094543 RHIHRLYSIDING	K	3101	C	14.03.2024	00:44:53			00:00:00			00:00:00	SCLADMIN	14.03.2024	00:44:53			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW175|700	2100095487	000001	Z007	1000	5,394.00	0.00	INR		14.03.2024	14.03.2024	2100095587		1040	01	ZSCL01	0001440282					00000		SP	0013000913			B	8	2100095587	000001	2100095587 RHIHRLYSIDING	K	3101	C	14.03.2024	13:10:21			00:00:00			00:00:00	SCLADMIN	14.03.2024	13:10:21			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW176|700	2100095923	000001	Z007	1000	5,396.40	0.00	INR		14.03.2024	14.03.2024	2100096023		1040	01	ZSCL01	0001455467					00000		SP	0013000913			B	8	2100096023	000001	2100096023 RHIHRLYSIDING	K	3101	C	14.03.2024	17:12:50			00:00:00			00:00:00	SCLADMIN	14.03.2024	17:12:50			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW177|700	2100096360	000001	Z007	1000	5,396.40	0.00	INR		14.03.2024	14.03.2024	2100096460		1040	01	ZSCL01	0001479652					00000		SP	0013000913			B	8	2100096460	000001	2100096460 RHIHRLYSIDING	K	3101	C	14.03.2024	20:16:29			00:00:00			00:00:00	SCLADMIN	14.03.2024	20:16:29			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW178|700	2100096891	000001	Z007	1000	5,394.00	0.00	INR		14.03.2024	14.03.2024	2100096991		1040	01	ZSCL01	0001496582					00000		SP	0013000913			B	8	2100096991	000001	2100096991 RHIHRLYSIDING	K	3101	C	14.03.2024	23:47:24			00:00:00			00:00:00	SCLADMIN	14.03.2024	23:47:24			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW179|700	2100097588	000001	Z007	1000	5,402.40	0.00	INR		15.03.2024	15.03.2024	2100097688		1040	01	ZSCL01	0001500447					00000		SP	0013000913			B	8	2100097688	000001	2100097688 RHIHRLYSIDING	K	3101	C	15.03.2024	05:47:15			00:00:00			00:00:00	SCLADMIN	15.03.2024	05:47:15			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW180|700	2100097625	000001	Z007	1000	5,402.40	0.00	INR		15.03.2024	15.03.2024	2100097725		1040	01	ZSCL01	0001500743					00000		SP	0013000913			B	8	2100097725	000001	2100097725 RHIHRLYSIDING	K	3101	C	15.03.2024	06:52:35			00:00:00			00:00:00	SCLADMIN	15.03.2024	06:52:35			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW181|700	2100097626	000001	Z007	1000	5,396.40	0.00	INR		15.03.2024	15.03.2024	2100097726		1040	01	ZSCL01	0001500745					00000		SP	0013000913			B	8	2100097726	000001	2100097726 RHIHRLYSIDING	K	3101	C	15.03.2024	06:53:40			00:00:00			00:00:00	SCLADMIN	15.03.2024	06:53:40			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW182|700	2100097745	000001	Z007	1000	5,396.40	0.00	INR		15.03.2024	15.03.2024	2100097845		1040	01	ZSCL01	0001501441					00000		SP	0013000913			B	8	2100097845	000001	2100097845 RHIHRLYSIDING	K	3101	C	15.03.2024	08:38:10			00:00:00			00:00:00	SCLADMIN	15.03.2024	08:38:10			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW183|700	2100097882	000001	Z007	1000	5,394.00	0.00	INR		15.03.2024	15.03.2024	2100097982		1040	01	ZSCL01	0001503112					00000		SP	0013000913			B	8	2100097982	000001	2100097982 RHIHRLYSIDING	K	3101	C	15.03.2024	10:57:17			00:00:00			00:00:00	SCLADMIN	15.03.2024	10:57:17			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW184|700	2100097978	000001	Z007	1000	5,402.40	0.00	INR		15.03.2024	15.03.2024	2100098078		1040	01	ZSCL01	0001504683					00000		SP	0013000913			B	8	2100098078	000001	2100098078 RHIHRLYSIDING	K	3101	C	15.03.2024	12:02:50			00:00:00			00:00:00	SCLADMIN	15.03.2024	12:02:50			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW185|700	2100099004	000001	Z007	1000	5,402.40	0.00	INR		15.03.2024	15.03.2024	2100099105		1040	01	ZSCL01	0001541332					00000		SP	0013000913			B	8	2100099105	000001	2100099105 RHIHRLYSIDING	K	3101	C	15.03.2024	20:49:42			00:00:00			00:00:00	SCLADMIN	15.03.2024	20:49:42			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW186|700	2100099252	000001	Z007	1000	5,402.40	0.00	INR		15.03.2024	15.03.2024	2100099353		1040	01	ZSCL01	0001544421					00000		SP	0013000913			B	8	2100099353	000001	2100099353 RHIHRLYSIDING	K	3101	C	15.03.2024	22:48:18			00:00:00			00:00:00	SCLADMIN	15.03.2024	22:48:18			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW187|700	2100099334	000001	Z007	1000	5,402.40	0.00	INR		15.03.2024	15.03.2024	2100099435		1040	01	ZSCL01	0001545075					00000		SP	0013000913			B	8	2100099435	000001	2100099435 RHIHRLYSIDING	K	3101	C	15.03.2024	23:16:49			00:00:00			00:00:00	SCLADMIN	15.03.2024	23:16:49			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW188|700	2100100109	000001	Z007	1000	5,394.00	0.00	INR		16.03.2024	16.03.2024	2100100210		1040	01	ZSCL01	0001549639					00000		SP	0013000913			B	8	2100100210	000001	2100100210 RHIHRLYSIDING	K	3101	C	16.03.2024	06:53:38			00:00:00			00:00:00	SCLADMIN	16.03.2024	06:53:38			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW189|700	2100100346	000001	Z007	1000	5,402.40	0.00	INR		16.03.2024	16.03.2024	2100100447		1040	01	ZSCL01	0001552595					00000		SP	0013000913			B	8	2100100447	000001	2100100447 RHIHRLYSIDING	K	3101	C	16.03.2024	10:48:38			00:00:00			00:00:00	SCLADMIN	16.03.2024	10:48:38			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00	
ROW190|700	2100100459	000001	Z007	1000	5,394.00	0.00	INR		16.03.2024	16.03.2024	2100100560		1040	01	ZSCL01	0001555716					00000		SP	0013000913			B	8	2100100560	000001	2100100560 RHIHRLYSIDING	K	3101	C	16.03.2024	12:00:30			00:00:00			00:00:00	SCLADMIN	16.03.2024	12:00:30			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00	
ROW191|700	2100100763	000001	Z007	1000	5,396.40	0.00	INR		16.03.2024	16.03.2024	2100100864		1040	01	ZSCL01	0001566733					00000		SP	0013000913			B	8	2100100864	000001	2100100864 RHIHRLYSIDING	K	3101	C	16.03.2024	15:17:19			00:00:00			00:00:00	SCLADMIN	16.03.2024	15:17:19			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00	
ROW192|700	2101800301	000001	Z007	1000	16,560.00	0.00	INR		13.08.2026	13.08.2026	2101800551		1070	01	ZSCL01	0039353021					00000		SP	0013000175			B	8	2101800551	000001	2101800551 KURNOOL	K	3101	C	13.08.2026	12:15:12			00:00:00			00:00:00	SCLADMIN	13.08.2026	12:15:12			00:00:00		C				0.00	IN	IN		16,560.00	0.00	13,260.00	0.00	0.00	0.00	
ROW193|700	2101800302	000001	Z007	1000	31,440.00	0.00	INR		13.08.2026	13.08.2026	2101800552		1002	01	ZSCL01	0039353096					00000		SP	0013000730			B	8	2101800552	000001	2101800552 (NT)-MANDICHOU	K	3101	C	13.08.2026	16:48:00			00:00:00			00:00:00	RVSD01	13.08.2026	16:48:25			00:00:00		C				0.00	IN	IN		31,440.00	0.00	31,440.00	0.00	0.00	0.00	
ROW194|700	2101800311	000001	Z007	1000	0.05	0.00	INR		17.08.2026	17.08.2026	2101800561		1000	01	ZSCL01	0039353109					00000		SP	0013000730			B	8	2101800561	000001	2101800561 ANDHERIDEORI	K	3101	C	17.08.2026	10:25:12			00:00:00			00:00:00	SCLADMIN	17.08.2026	10:25:12			00:00:00		C				0.00	IN	IN		0.05	0.00	0.05	0.00	0.00	0.00	
ROW195|700	2101800312	000001	Z007	1000	5,935.00	0.00	INR		30.07.2026	17.08.2026	2101800562		1002	01	ZSCL01	0039353114					00000		SP	0013000730			B	8	2101800562	000001	2101800562 (NT)-MANDICHOU	K	3101	C	17.08.2026	10:59:45			00:00:00			00:00:00	SCLADMIN	17.08.2026	10:59:45			00:00:00		C				0.00	IN	IN		5,935.00	0.00	5,935.00	0.00	0.00	0.00	
ROW196|700	2101800313	000001	Z007	1000	0.30	0.00	INR		17.08.2026	17.08.2026	2101800564		1000	01	ZSCL01	0039353162					00000		SP	0013000730			B	8	2101800564	000001	2101800564 ANDHERIDEORI	K	3101	C	17.08.2026	16:52:20			00:00:00			00:00:00	SCLADMIN	17.08.2026	16:52:20			00:00:00		C				0.00	IN	IN		0.30	0.00	0.30	0.00	0.00	0.00	
ROW197|700	2101800314	000001	Z007	1000	16,350.00	0.00	INR		17.08.2026	17.08.2026	2101800565		1005	01	ZSCL01	0039353169					00000		SP	0013000730			B	8	2101800565	000001	2101800565 NARELA	K	3101	C	17.08.2026	17:09:41			00:00:00			00:00:00	SCLADMIN	17.08.2026	17:09:41			00:00:00		C				0.00	IN	IN		16,350.00	0.00	16,350.00	0.00	0.00	0.00	
ROW198|700	2101800315	000001	Z007	1000	0.02	0.00	INR		17.08.2026	17.08.2026	2101800566		1000	01	ZSCL01	0039353175					00000		SP	0013000730			B	8	2101800566	000001	2101800566 ANDHERIDEORI	K	3101	C	17.08.2026	17:23:56			00:00:00			00:00:00	SCLADMIN	17.08.2026	17:23:56			00:00:00		C				0.00	IN	IN		0.02	0.00	0.02	0.00	0.00	0.00	
ROW199|700	2101800316	000001	Z007	1000	5,260.00	0.00	INR		18.08.2026	18.08.2026	2101800567		1002	01	ZSCL01	0039353192					00000		SP	0013000730			B	8	2101800567	000001	2101800567 (NT)-MANDICHOU	K	3101	C	18.08.2026	11:44:11			00:00:00			00:00:00	SCLADMIN	18.08.2026	11:44:11			00:00:00		C				0.00	IN	IN		5,260.00	0.00	5,260.00	0.00	0.00	0.00	
